,Position,link,Company,Department,Location,desc
10,Stage - Conseil de vente Jaeger Le Coultre,/Jaeger-LeCoultre/job/Paris-Stage-Conseil-de-vente-Jaeger-Le-Coultre-75/634740101/,Jaeger LeCoultre,Sales,"Paris, 75, FR","Nous recherchons dès à présent : 
 
Un.e Conseiller.e de Vente 
 
#stage
#retail
#Revealtheexceptional
"
11,STAGE - ASSISTANT STYLISTE ACCESSOIRES (H/F),/Chloe/job/PARIS-J/634853901/,Chloé,Creation & Design,"PARIS, J, FR","Résumé de la mission 
 
Au sein de l’équipe design maroquinerie Chloé, le stagiaire aura pour rôle d’assister les stylistes tout au long du processus de création et de développement de leurs collections.

Principales responsabilités
 
•    Participation aux recherches iconographiques et d’inspiration
•    Aide à la préparation des différentes réunions : préparation des boards de recherches et mise en place des maquettes et échantillons. 
•    Élaboration des panneaux de simulations Photoshop des matières, couleurs et animations saisonnières appliquées aux produits
•    Réalisation de dossiers techniques des produits (sacs, petits accessoires et petite maroquinerie) ou de détails (fermoirs, pièces métalliques, motifs décoratifs…) en partenariat avec notre équipe de développement 
•    Réalisation de maquettes de volumes de sacs et de recherches d’embellissement et de techniques décoratives
•    Réalisation de croquis pour les books de collection
•    Interventions sur les finitions
•    Participation a l’organisation, au rangement et aux tâches administratives du studio.

Profil requis

•    Etudiant(e) en école de stylisme, vous souhaitez approfondir vos compétences dans le domaine de la maroquinerie et de l’accessoire 
•    La maitrise de Photoshop et Illustrator sont impérativement requises pour ce poste
•    Une bonne maitrise de l’illustration est également souhaitée
•    Appliqué(e) dans votre travail, vous avez un sens fort du détail 
•    Organisé(e), vous êtes curieux, force de proposition et dynamique.
•    Français courant et bonne maitrise de l’anglais sont souhaitables, l’italien est un plus.
 
"
12,STAGE - ASSISTANT STUDIO (H/F),/Chloe/job/PARIS-J/634853801/,Chloé,Creation & Design,"PARIS, J, FR","Résumé de la mission 
 
Le stagiaire suit l’élaboration des collections au sein de l’équipe Pré Collection Chloé et assiste l’équipe lors du développement des modèles tout au long du process.

Principales responsabilités
 
•    Suivi d’essayages, prise de photos, classement photos et mise à jour des board de collection
•    Classement des dossiers de lancement/suivi 
•    Recherche couleurs, et mise en place de gamme coloris
•    Recherche et élaboration de maquettes d’imprimées, sérigraphie, broderie, tissage.
•    Recherche et réalisation de pièces d’études pour finition divers.
•    Assister l’équipe de style lors d’élaboration des lookbook
•    Recherches iconographiques
•    Retouches d’image sur Photoshpop
•    Assister l’équipe de style dans le travail quotidien.

Profil requis

•    Etudiant(e) en école de stylisme / modélisme, vous souhaitez approfondir vos compétences dans ce domaine 
•    Appliqués dans votre travail, vous avez le sens du détail.
•    Vos qualités relationnelles vous permettront d’être parfaitement à l’aise au sein de la Maison.
•    Organisé, vous êtes curieux, force de proposition et dynamique.
•    Maitrise et utilisation professionnelle de Photoshop et Illustrator exigée
•    Français courant et bonne maitrise de l’anglais sont souhaitables
 
"
13,Assistant(e) Chef de Projets Marketing Parfums (H/F),/Cartier/job/Paris-Assistant%28e%29-Chef-de-Projets-Marketing-Parfums-%28HF%29-J/634826501/,Cartier,Marketing,"Paris, J, FR","
 
 
Numéro 1 mondial de la Joaillerie et n°2 de l'horlogerie de prestige, Cartier fait rimer savoir-faire et excellence depuis 1847. Bien plus qu'une simple entreprise, la Maison a su faire de ses créations de véritables mythes, et ce, grâce à des hommes et des femmes qui font de leur passion leur métier. Créativité, passion, audace … les parfums Cartier sont à l’image des créations de la Maison et portés par la vision d’un Parfumeur de talent, Mathilde Laurent.
 
 
Stagiaire Assistant(e) Chef de Projets Marketing Parfums (H/F)
 
Stage à temps complet
Début du stage : janvier 2021
Durée : 6 mois 
Lieu du stage : Paris 8ème 
Gratification : jusqu’à 1400 euros bruts mensuels (selon niveau d’études) 
 
 
Mission Principale
 
Intégré(e) à la division Parfums de la Maison Cartier et sous la responsabilité du Responsable Marketing Travel Retail Europe, vous participerez à la coordination opérationnelle de la stratégie marketing ainsi qu’à l’analyse des données business sur un scope européen dans le respect des valeurs et principes de la Maison.
 
 
Principales Responsabilités
 
 

Marketing Opérationnel 

 

Participation à la construction de la stratégie Marketing Travel Retail Parfums dans un contexte de crise 
Participation à la mise en œuvre des plans trade marketing 
Réflexion et élaboration des recommandations merchandising 
Réflexion et proposition d’outils d’aide à la vente (PLV, pack animation, support de formation, …) 
Suivi et mise à jour des plateformes e-partners auprès des clients
Animation de la plateforme de formation en ligne à destination des équipes terrain

 
 

Business Analyse & Suivi Budgétaire

 

Mise à jour des fichiers de suivi des performances Sell In & Sell Out 
Participation à l’analyse quantitative et qualitative des animations 
Réalisation d’études ad hoc en fonction des différents scénarios business 
Suivi de la clôture budgétaire fiscale et de la bonne saisie des factures  

 
 
 
Afin de faciliter votre intégration au sein de notre Maison, vous bénéficierez d’un parcours d’intégration, incluant notamment une formation à l’histoire et aux produits de la Maison, ainsi que différents suivis tout au long de votre stage.
A l’issue de votre expérience, un point avec le service Ressources Humaines vous sera également proposé afin d’identifier les potentielles opportunités au sein de la Maison et du Groupe Richemont. 
 
 
Profil Recherché
 
Vous recherchez un stage de fin d'études dans un environnement de travail stimulant et en mutation rapide ? 
Ce stage est fait pour vous !
 
De formation Bac+5 en Marketing de type Ecole de Commerce ou équivalent, vous disposez d’une première expérience en Marketing International dans le secteur du Luxe ou des Cosmétiques.
Fortement orienté(e) résultats, vous disposez d’un excellent sens relationnel, de très bonnes compétences analytiques ainsi que d’une belle sensibilité produit.
Vous faites enfin preuve d’une excellente maîtrise du pack office, notamment Excel et Powerpoint, et parlez anglais couramment.
 
 
 
"
14,STAGE - ASSISTANT STYLISTE MAILLE (H/F),/Chloe/job/PARIS-J/634853201/,Chloé,Creation & Design,"PARIS, J, FR","Résumé de la mission 

Le stagiaire suit l’élaboration de nos collections au sein de l’équipe design, et assiste les stylistes maille lors du développement de leur modèles tout au long du process.
 
Principales responsabilités
 
•    Recherche iconographique sur les thèmes de la collection
•    Création de graphiques/jacquards (Photoshop et Illustrator)
•    Réalisation de maquettes, moulages 3D
•    Coloration Photoshop des variantes couleurs
•    Mise à jour des boards et aide à l’organisation du studio maille
 
Profil requis

•    Etudiant(e) en école de stylisme / modélisme, vous souhaitez approfondir vos compétences dans ce domaine 
•    Appliqués dans votre travail, vous avez le sens du détail
•    Vous êtes reconnu pour votre efficacité et votre rigueur
•    Vos qualités relationnelles vous permettront d’être parfaitement à l’aise au sein de la Maison
•    Maitrise et utilisation professionnelle de Photoshop et Illustrator
 
"
15,STAGE - ASSISTANT DESIGN SCENOGRAPHIE ET ARCHITECTURE (H/F),/Chloe/job/PARIS-J/634854301/,Chloé,Creation & Design,"PARIS, J, FR","Principales responsabilités
 
•    Elaboration des 3D vitrines – PopUp stores - PLV licences (Parfum, lunettes)
•    Elaboration des plans architecturaux 3D sur autocad.
•    Présentation 3D – sketchup des simulations vitrines – Showrooms 
 
Profil requis
 
•    Etudiant(e) en architecture ou ecole superieure equivalente, vous souhaitez approfondir vos compétences dans ce domaine.
•    Rigoureux, organisé(e), vous êtes également curieux, force de proposition et dynamique.
•    Votre sens du détail et vos qualités relationnelles vous permettront d’être parfaitement à l’aise. 
•    Vous maitrisez les logiciels Autocad , Rhino et Keyshot (logiciel 3d + rendus) ainsi que photoshop, illustrator et indesign.
•    Vous disposez d’une sensibilité mode et d’une sensibilité au design d’espace
 
"
16,STAGE - ASSISTANT DESIGNER WARDROBE (H/F),/Chloe/job/PARIS-J/634853001/,Chloé,Creation & Design,"PARIS, J, FR","Principales responsabilités
 
•    Recherches de volumes/patronage/moulage
•    Réalisation de prototypes, de maquettes et recherches de finitions
•    Recherches iconographiques/bibliothèque/internet
•    Responsable de la bonne tenue et de l’organisation optimale de l’espace de travail (studio et fitting room)
•    Retouche d’images et de silhouettes sur Photoshop et Indesign

Profil requis

•    Etudiant(e) en école de stylisme / modélisme, vous souhaitez approfondir vos compétences dans ce domaine 
•    Doué en couture et en réalisation de maquettes
•    Mature, organisé, motivé, indépendant
•    Maitrise et utilisation professionnelle de Photoshop et Illustrator
 
"
17,STAGE - ASSISTANT STYLISTE COLLECTION DEFILE (H/F),/Chloe/job/PARIS-J/634852301/,Chloé,Creation & Design,"PARIS, J, FR","Résumé de la mission 

Le stagiaire suit l’élaboration de nos collections au sein de l’équipe design, et assiste les stylistes lors du développement de leur modèle tout au long du process.
 
Principales responsabilités

•    Recherches de volumes/patronage/moulage
•    Réalisation de prototypes, de maquettes et recherches de finitions
•    Recherches iconographiques/bibliothèque/internet
•    Responsable de la bonne tenue et de l’organisation optimale de l’espace de travail (studio et fitting room)
•    Retouche d’images et de silhouettes sur Photoshop
 
Profil requis

•    Etudiant(e) en école de stylisme / modélisme, vous souhaitez approfondir vos compétences dans ce domaine 
•    Appliqués dans votre travail, vous avez le sens du détail 
•    Vous êtes reconnu pour votre efficacité et votre rigueur
•    Vos qualités relationnelles vous permettront d’être parfaitement à l’aise au sein de la Maison
•    Maitrise et utilisation professionnelle de Photoshop et Illustrator
 
"
18,Chef de projets SIRH,/Richemont/job/Paris-75/634198801/,Richemont,Human Resources,"Paris, 75, FR"," Au sein de l’équipe SIRH France, nous recrutons un/une Chef de Projet SIRH H/F.
 
Ce que nous recherchons :
 
Vous justifiez idéalement d’une première expérience réussie d’au moins 2 ans dans le domaine SIRH. Une bonne connaissance des métiers des ressources humaines et de la paie est nécessaire.
Vous avez une aisance sur les outils techniques (idéalement SAP HR modules PA, OM, PY et TM) et un excellent relationnel et rédactionnel afin d'accompagner au mieux les différents interlocuteurs.
Idéalement vous pratiquez l’anglais à l’écrit comme à l’oral.
Doté(e) d’une orientation client forte, vous avez un excellent relationnel et rédactionnel afin d'accompagner au mieux les différents interlocuteurs.
Votre rigueur, votre esprit d’analyse et de synthèse, et votre goût pour le travail en équipe seront autant d’atouts pour réussir dans cette mission.
 
Ce que nous vous proposons :
 
Vous intervenez sur l'administration des outils SIRH, essentiellement SAP HR, pour l'ensemble des entités françaises du Groupe (environ 3500 collaborateurs). Vous accompagnez en particulier nos clients RH en termes de projets, de formation, d’accompagnement et de support liés au système et gérez le cycle de paie mensuel dans le respect des procédures du groupe, du fonctionnement propre de chaque marque et dans le respect de la législation française. Vous gérez également les accès, et la documentation système et fonctionnelle.
 
A ce titre, vos principales missions sont les suivantes :
 

Vous êtes le support aux utilisateurs pour la France :


Vous administrez le cycle de paie et toutes activités de paie opérationnelle 
Vous êtes le référent support pour les clients RH en France sur tous les systèmes IT HR (notamment success factors, SAP HR, Peopledoc…) : analyse et traitement des incidents.
Vous pilotez les droits d'accès aux outils SIRH ainsi qu'aux outils connexes liés ;
Vous êtes le garant des mises à jour selon les évolutions réglementaires ;
Vous diffusez l'information lors de la mise en place de nouvelles évolutions, de la correction d'anomalies ;
Vous êtes le référent MasterData pour la France en assurant le support des utilisateurs pour la gestion de la qualité des données

 

Vous pilotez les projets SIRH pour la France


Vous élaborez les cahiers/scenarii de recette des sujets développés ;
Vous coordonnez et/ou assurez la recette de ces sujets ;
Vous assurez le suivi et la formation/communication auprès des utilisateurs en France
Vous êtes force de proposition quant à l’évolution des systèmes en France

 

Vous assurez une partie des formations SIRH en France, notamment sur SAP HR et ce :


En planifiant le calendrier des sessions et déterminant les besoins de formations
En créant et mettant à jour la documentation, les procédures, les guides utilisateurs ;

 
Ces missions pourront être amenées à évoluer en fonction des évolutions du système et des automatisations déployées. 
 
"
19,Stage- Conseiller(e) de vente,/Montblanc/job/Paris-Stage-Conseiller%28e%29-de-vente-75/634190501/,Montblanc,Sales,"Paris, 75, FR","
Nous recherchons un(e) stagiaire Assistant(e) de vente au sein de MONTBLANC PARLY 2 pour nous apporter motivation et  dynamisme.
 
Missions :
- Accueillir, conseiller et fidéliser la clientèle.
- Participer au développement du chiffre d’affaires et réalisation des objectifs.
- Maintenir une surface nette, organisée et bien approvisionnée en marchandise.
- Gestion des stocks/ réassorts.
 
Profil:
Etudiant(e) en formation supérieure en école de commerce, vous souhaitez vous investir au sein d'une Maison d'exception dans un environnement dynamique et stimulant.
Nous recherchons un (e) stagiaire dynamique, avenant (e) et curieuse.
Vous avez une sensibilité certaine pour l’univers du luxe alors cette opportunité est faite pour vous ! 
 
Stage de 4 à 8 semaines à pourvir dès que possible. 

 
"
20,Apprentissage - Conseillere(e) de vente,/Montblanc/job/Paris-75/634195701/,Montblanc,Sales,"Paris, 75, FR","Nous recherchons un(e) alternant(e) Assistant(e) de vente au sein de plusieurs boutiques Montblanc pour nous apporter motivation et  dynamisme.
 
Missions :
- Accueillir et conseiller la clientèle.
- Fidéliser la clientèle.
- Participer au développement du chiffre d’affaires et réalisation des objectifs.
- Maintenir une surface nette, organisée et bien approvisionnée en marchandise.
- Gestion des stocks/ réassorts.
- Participer à la mise en place des préconisations merchandising.
 
Profil:
Etudiant(e) en formation supérieure en école de commerce, vous souhaitez vous investir au sein d'une Maison d'exception dans un environnement dynamique et stimulant.
Nous recherchons un (e) alternant (e) dynamique, avenant (e) et curieuse.
Vous avez une sensibilité certaine pour l’univers du luxe alors cette alternance est faite pour vous !
"
21,CDI - Acheteur Diamants H/F,/Cartier/job/Paris-75/633488701/,Cartier,Manufacturing,"Paris, 75, FR","Lieu de rencontre entre modernité et tradition, le Manufacturing Cartier Joaillerie développe et assure la production de pièces joaillières d’exception en alliant performance logistique, savoir-faire techniques et innovation.
 
 
 Intégré(e) au sein de la Direction Achats Pierres, vous êtes rattaché(e) au Responsable des Achats Diamants. Dans un marché international complexe et volatile, vous garantissez l’achat des diamants certifiés dans les meilleures conditions (qualité /prix / délais) en assurant un étroit suivi avec un panel de diamantaires défini.
Intégré(e) au sein d’une équipe de 3 personnes, vous accompagnez l’activité d’achat de pierres, notamment sur les aspects négociation et entretien des relations commerciales avec les différents acteurs du milieu (diamantaires, lapidaires, autres organismes…).
 
Vos principales responsabilités seront les suivantes :
 
Assurer les achats de diamants certifiés sur un périmètre défini :

Recueillir et analyser les besoins en diamants et les répartir à travers un panel de fournisseurs défini,
Négocier et optimiser les prix en tenant compte des contraintes du marché et des objectifs fixés par le responsable Achats Diamants,
Partager les prévisions avec les fournisseurs,
Répondre à des demandes ponctuelles de demandes de prix ou estimations en provenance de différents départements ;

 
Pérenniser la relation fournisseur :

Piloter la performance des fournisseurs,
Animer les réunions de partage avec les pôles de production Joaillerie France et Suisse sur les retours qualité et la performance des fournisseurs,
Déterminer pour chaque fournisseur une stratégie d’allocations de chiffre d’affaires,
Assurer une communication régulière avec les fournisseurs ;

 
Participer à l’élaboration de la Stratégie Achats

Analyser les CA fournisseurs,
Etablir un bilan Annuel des Achats,
Proposer une stratégie de Sourcing ;

 
Analyser la performance Achats Diamants par le biais de différentes actions :

Actualiser les fichiers de valeurs de remplacement pour les diamants ainsi que les différents indicateurs s’y rapportant,
Collecter et analyser les informations de prix relatives au diamant brut de manière régulière et pérenne dans le temps,
Créer, mettre à jour ou améliorer les outils de reporting d’activité existants et formaliser différents templates qui donneront lieu par la suite à un suivi d’activité ;

 
Contribuer à certains projets stratégiques ou opérationnels : Tracabilité des diamants, Retarification du Pôle Haute Joaillerie, Ventes de bagues de fiançailles …
 
 
Votre profil :
 
Issu(e) d’une formation en école de commerce ou d’ingénieur, vous justifiez d’une expérience de 5 ans minium dans la fonction achat ou en gemmologie. Vous maîtrisez les techniques de la négociation et les différents leviers de gestion des coûts. Vous évoluez dans un environnement nécessitant une forte collaboration avec des prestataires sous forme de partenariat (relation qualitative, vision long terme).
Ce poste nécessite une capacité à appréhender un nouvel univers ainsi que des qualités d’écoute et une intelligence situationnelle certaine. Vous êtes dynamique, proactif(ve) et curieux. Vous parlez couramment anglais. Vos compétences en négociation et en communication seront indispensables à la bonne réussite de vos missions. Enfin vous savez évoluer dans un environnement parfois stressant et possédez une éthique irréprochable.
 
Poste basé à Paris.
 
"
